Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Revenue,Profit,Profit Margin %
CA-2024-101331,2022-03-09,2022-03-16,First Class,CU-1474,Consumer,Latam,Furniture,Sofas,Sofas Model 20,679.91,1,0.0,679.91,148.71,21.87
CA-2022-101332,2022-11-12,2022-11-16,Same Day,CU-1301,Consumer,Latam,Furniture,Tables,Tables Model 37,440.53,3,0.0,440.53,199.23,45.23
CA-2023-101333,2023-08-31,2023-09-04,Standard Class,CU-1051,Consumer,North America,Office Supplies,Paper,Paper Model 20,164.41,8,0.0,164.41,36.12,21.97
CA-2024-101334,2023-10-26,2023-10-28,Standard Class,CU-1001,Corporate,Europe,Electronics,Smartphones,Smartphones Model 38,1970.66,6,0.5,985.33,-405.36,-41.14
CA-2024-101335,2023-01-01,2023-01-07,Standard Class,CU-1020,Consumer,Asia-Pacific,Furniture,Chairs,Chairs Model 5,1494.84,2,0.0,1494.84,471.91,31.57
CA-2022-101336,2024-03-19,2024-03-21,Same Day,CU-1421,Corporate,North America,Furniture,Office Desks,Office Desks Model 38,961.61,9,0.0,961.61,240.84,25.05
CA-2023-101337,2022-05-22,2022-05-23,Same Day,CU-1310,Corporate,Europe,Office Supplies,Art Supplies,Art Supplies Model 13,151.44,4,0.5,75.72,-12.89,-17.02
CA-2023-101338,2024-05-22,2024-05-25,Second Class,CU-1355,Corporate,Latam,Furniture,Office Desks,Office Desks Model 40,511.11,7,0.1,460.0,80.71,17.55
CA-2022-101339,2024-03-24,2024-03-31,First Class,CU-1341,Corporate,Europe,Electronics,Monitors,Monitors Model 20,1465.82,1,0.0,1465.82,707.08,48.24
CA-2022-101340,2022-06-01,2022-06-02,Same Day,CU-1064,Consumer,North America,Furniture,Bookcases,Bookcases Model 89,547.93,4,0.5,273.96,-79.16,-28.89
CA-2023-101341,2022-05-06,2022-05-12,First Class,CU-1479,Home Office,Europe,Furniture,Chairs,Chairs Model 47,319.14,4,0.0,319.14,153.25,48.02
CA-2022-101342,2024-05-11,2024-05-18,First Class,CU-1199,Consumer,Latam,Furniture,Sofas,Sofas Model 91,1307.6,8,0.0,1307.6,333.79,25.53
CA-2024-101343,2024-09-16,2024-09-22,Same Day,CU-1337,Corporate,Emea,Office Supplies,Binders,Binders Model 1,261.41,3,0.0,261.41,98.1,37.53
CA-2023-101344,2024-06-15,2024-06-18,Second Class,CU-1021,Consumer,Europe,Office Supplies,Art Supplies,Art Supplies Model 64,287.33,4,0.5,143.66,-15.56,-10.83
CA-2022-101345,2024-02-29,2024-03-01,First Class,CU-1364,Corporate,Emea,Furniture,Bookcases,Bookcases Model 1,246.44,9,0.0,246.44,107.62,43.67
CA-2023-101346,2023-11-28,2023-12-04,First Class,CU-1271,Corporate,Emea,Office Supplies,Art Supplies,Art Supplies Model 79,63.01,1,0.1,56.71,6.98,12.31
CA-2024-101347,2023-07-15,2023-07-18,Same Day,CU-1022,Corporate,Asia-Pacific,Electronics,Monitors,Monitors Model 76,1328.68,2,0.1,1195.81,200.81,16.79
CA-2023-101348,2024-08-09,2024-08-13,Second Class,CU-1472,Corporate,Emea,Electronics,Monitors,Monitors Model 34,740.51,1,0.0,740.51,221.76,29.95
CA-2024-101349,2022-09-18,2022-09-22,First Class,CU-1002,Home Office,Europe,Electronics,Smartphones,Smartphones Model 58,630.16,1,0.1,567.14,243.03,42.85
CA-2022-101350,2024-04-01,2024-04-08,First Class,CU-1274,Home Office,Latam,Electronics,Accessories,Accessories Model 94,1630.33,5,0.2,1304.26,164.67,12.63
CA-2023-101351,2023-08-18,2023-08-20,First Class,CU-1399,Consumer,Europe,Furniture,Office Desks,Office Desks Model 93,560.02,9,0.5,280.01,-33.64,-12.01
CA-2024-101352,2023-03-16,2023-03-17,First Class,CU-1331,Consumer,Latam,Electronics,Laptops,Laptops Model 17,1875.95,5,0.0,1875.95,567.97,30.28
CA-2024-101353,2022-09-21,2022-09-25,Second Class,CU-1463,Corporate,Europe,Office Supplies,Binders,Binders Model 47,33.79,5,0.0,33.79,6.78,20.07
CA-2024-101354,2023-07-16,2023-07-22,Standard Class,CU-1039,Consumer,North America,Electronics,Smartphones,Smartphones Model 9,1601.6,5,0.0,1601.6,746.33,46.6
CA-2023-101355,2022-12-12,2022-12-19,Same Day,CU-1261,Consumer,Latam,Office Supplies,Art Supplies,Art Supplies Model 36,236.72,6,0.0,236.72,93.27,39.4
CA-2023-101356,2024-04-05,2024-04-07,First Class,CU-1371,Consumer,Emea,Electronics,Laptops,Laptops Model 21,462.46,3,0.2,369.97,25.64,6.93
CA-2024-101357,2022-07-18,2022-07-22,First Class,CU-1015,Corporate,Latam,Furniture,Chairs,Chairs Model 66,1186.21,7,0.0,1186.21,533.49,44.97
CA-2024-101358,2023-10-15,2023-10-19,Standard Class,CU-1499,Home Office,Europe,Office Supplies,Storage,Storage Model 72,232.4,7,0.0,232.4,71.4,30.72
CA-2022-101359,2024-07-10,2024-07-11,Standard Class,CU-1231,Consumer,North America,Office Supplies,Pens,Pens Model 3,296.36,6,0.5,148.18,-30.12,-20.33
CA-2024-101360,2024-05-07,2024-05-08,First Class,CU-1441,Corporate,North America,Electronics,Laptops,Laptops Model 77,1136.93,2,0.2,909.54,294.77,32.41
CA-2023-101361,2023-07-21,2023-07-26,First Class,CU-1061,Home Office,North America,Office Supplies,Pens,Pens Model 32,97.06,7,0.0,97.06,47.4,48.84
CA-2022-101362,2022-02-26,2022-03-01,Second Class,CU-1356,Corporate,Latam,Electronics,Tablets,Tablets Model 44,1729.53,2,0.2,1383.62,330.11,23.86
CA-2023-101363,2022-11-12,2022-11-16,Standard Class,CU-1013,Corporate,Asia-Pacific,Electronics,Laptops,Laptops Model 18,1876.54,10,0.2,1501.23,83.56,5.57
CA-2023-101364,2022-04-27,2022-04-28,First Class,CU-1393,Corporate,Asia-Pacific,Electronics,Smartphones,Smartphones Model 74,582.16,2,0.0,582.16,282.51,48.53
CA-2023-101365,2024-05-11,2024-05-18,Standard Class,CU-1415,Home Office,Emea,Office Supplies,Art Supplies,Art Supplies Model 39,272.36,5,0.0,272.36,63.02,23.14
CA-2022-101366,2022-11-16,2022-11-20,Standard Class,CU-1336,Corporate,Asia-Pacific,Office Supplies,Paper,Paper Model 18,25.28,10,0.0,25.28,11.83,46.8
CA-2023-101367,2022-02-13,2022-02-17,First Class,CU-1207,Home Office,North America,Furniture,Tables,Tables Model 76,1415.52,4,0.0,1415.52,565.9,39.98
CA-2022-101368,2023-10-27,2023-11-01,Standard Class,CU-1322,Consumer,Latam,Electronics,Smartphones,Smartphones Model 22,1528.15,9,0.0,1528.15,310.38,20.31
CA-2022-101369,2023-11-29,2023-12-02,Second Class,CU-1252,Home Office,Europe,Electronics,Monitors,Monitors Model 28,1303.86,7,0.0,1303.86,329.21,25.25
CA-2023-101370,2022-12-19,2022-12-24,Same Day,CU-1466,Home Office,Asia-Pacific,Furniture,Tables,Tables Model 79,1298.6,2,0.5,649.3,-163.71,-25.21
CA-2024-101371,2023-09-12,2023-09-16,Standard Class,CU-1500,Consumer,Latam,Office Supplies,Binders,Binders Model 96,79.62,3,0.2,63.7,19.48,30.58
CA-2024-101372,2023-08-18,2023-08-19,Second Class,CU-1067,Home Office,North America,Electronics,Smartphones,Smartphones Model 96,283.82,2,0.5,141.91,-33.61,-23.68
CA-2022-101373,2022-10-11,2022-10-12,Standard Class,CU-1333,Consumer,North America,Office Supplies,Paper,Paper Model 53,36.55,4,0.1,32.89,13.04,39.65
CA-2024-101374,2023-10-26,2023-11-02,Standard Class,CU-1444,Corporate,Asia-Pacific,Furniture,Sofas,Sofas Model 85,826.41,5,0.1,743.77,166.16,22.34
CA-2024-101375,2022-05-30,2022-06-01,Same Day,CU-1180,Consumer,Europe,Furniture,Sofas,Sofas Model 36,712.43,5,0.0,712.43,263.61,37.0
CA-2022-101376,2022-03-04,2022-03-11,Standard Class,CU-1383,Corporate,Emea,Furniture,Tables,Tables Model 53,254.58,5,0.0,254.58,105.64,41.5
CA-2022-101377,2023-03-13,2023-03-20,Standard Class,CU-1242,Home Office,North America,Office Supplies,Storage,Storage Model 45,94.44,4,0.1,85.0,32.08,37.74
CA-2023-101378,2024-05-09,2024-05-13,Same Day,CU-1138,Consumer,Latam,Electronics,Monitors,Monitors Model 18,230.86,4,0.5,115.43,-33.65,-29.15
CA-2022-101379,2024-08-29,2024-09-03,Second Class,CU-1056,Corporate,Asia-Pacific,Office Supplies,Pens,Pens Model 89,34.16,9,0.0,34.16,9.43,27.61
CA-2022-101380,2022-03-06,2022-03-11,Standard Class,CU-1123,Corporate,Asia-Pacific,Electronics,Accessories,Accessories Model 79,1233.94,9,0.0,1233.94,384.67,31.17
CA-2024-101381,2022-01-04,2022-01-06,Standard Class,CU-1167,Home Office,Emea,Furniture,Office Desks,Office Desks Model 44,102.04,4,0.0,102.04,47.7,46.75
CA-2023-101382,2024-01-09,2024-01-16,Same Day,CU-1128,Home Office,Asia-Pacific,Office Supplies,Binders,Binders Model 81,123.58,10,0.2,98.86,16.16,16.35
CA-2022-101383,2023-01-25,2023-01-29,Second Class,CU-1455,Consumer,Asia-Pacific,Electronics,Tablets,Tablets Model 46,1048.49,4,0.2,838.79,209.67,25.0
CA-2022-101384,2023-03-18,2023-03-23,Standard Class,CU-1353,Consumer,North America,Office Supplies,Binders,Binders Model 30,126.17,1,0.0,126.17,45.41,35.99
CA-2024-101385,2024-01-27,2024-01-28,Standard Class,CU-1348,Home Office,Latam,Office Supplies,Binders,Binders Model 29,222.72,4,0.0,222.72,104.89,47.1
CA-2023-101386,2022-01-12,2022-01-17,Same Day,CU-1061,Corporate,Emea,Furniture,Tables,Tables Model 12,577.14,4,0.2,461.71,152.58,33.05
CA-2023-101387,2024-03-21,2024-03-26,Second Class,CU-1022,Corporate,Asia-Pacific,Office Supplies,Binders,Binders Model 85,228.41,1,0.1,205.57,35.38,17.21
CA-2022-101388,2024-03-25,2024-03-29,First Class,CU-1051,Consumer,Emea,Office Supplies,Binders,Binders Model 74,86.91,7,0.5,43.46,-9.1,-20.94
CA-2023-101389,2024-02-11,2024-02-15,Second Class,CU-1013,Home Office,North America,Office Supplies,Art Supplies,Art Supplies Model 3,201.85,4,0.0,201.85,51.13,25.33
CA-2022-101390,2024-01-26,2024-01-27,Second Class,CU-1100,Consumer,Europe,Electronics,Tablets,Tablets Model 59,310.3,8,0.0,310.3,97.56,31.44
CA-2022-101391,2022-05-01,2022-05-07,Second Class,CU-1187,Home Office,Asia-Pacific,Office Supplies,Storage,Storage Model 20,207.94,3,0.1,187.15,59.59,31.84
CA-2022-101392,2023-01-19,2023-01-20,Second Class,CU-1350,Corporate,North America,Electronics,Smartphones,Smartphones Model 28,331.78,7,0.0,331.78,122.63,36.96
CA-2024-101393,2024-04-12,2024-04-14,First Class,CU-1365,Home Office,Emea,Office Supplies,Art Supplies,Art Supplies Model 76,270.2,10,0.0,270.2,63.25,23.41
CA-2022-101394,2024-04-28,2024-05-03,Second Class,CU-1488,Corporate,Latam,Electronics,Accessories,Accessories Model 57,702.52,5,0.2,562.02,165.62,29.47
CA-2024-101395,2024-03-28,2024-04-04,Standard Class,CU-1100,Corporate,Asia-Pacific,Furniture,Office Desks,Office Desks Model 60,1398.15,10,0.0,1398.15,364.94,26.1
CA-2022-101396,2024-07-11,2024-07-12,Second Class,CU-1377,Home Office,Emea,Electronics,Accessories,Accessories Model 62,910.29,10,0.5,455.14,-201.43,-44.26
CA-2022-101397,2022-02-24,2022-03-01,Second Class,CU-1275,Consumer,Europe,Electronics,Laptops,Laptops Model 66,1744.95,9,0.0,1744.95,746.06,42.76
CA-2024-101398,2022-03-27,2022-03-30,Standard Class,CU-1132,Corporate,Asia-Pacific,Office Supplies,Binders,Binders Model 23,17.99,8,0.0,17.99,8.24,45.8
CA-2022-101399,2023-12-17,2023-12-22,Second Class,CU-1319,Corporate,North America,Furniture,Office Desks,Office Desks Model 11,1132.84,6,0.1,1019.56,397.18,38.96
CA-2023-101400,2024-05-17,2024-05-20,Standard Class,CU-1016,Consumer,North America,Office Supplies,Paper,Paper Model 93,157.84,6,0.0,157.84,3.8,2.41
CA-2024-101401,2023-08-23,2023-08-24,Standard Class,CU-1352,Consumer,Latam,Electronics,Monitors,Monitors Model 69,1365.59,1,0.5,682.8,-306.63,-44.91
CA-2024-101402,2022-01-27,2022-02-02,Second Class,CU-1180,Corporate,Latam,Office Supplies,Paper,Paper Model 65,195.45,5,0.0,195.45,88.39,45.22
CA-2024-101403,2024-04-12,2024-04-14,Same Day,CU-1147,Corporate,Emea,Electronics,Smartphones,Smartphones Model 23,1683.84,5,0.2,1347.07,191.12,14.19
CA-2022-101404,2022-11-18,2022-11-19,Same Day,CU-1239,Consumer,North America,Office Supplies,Paper,Paper Model 1,200.3,4,0.1,180.27,59.37,32.93
CA-2023-101405,2022-04-01,2022-04-04,First Class,CU-1271,Consumer,Latam,Furniture,Office Desks,Office Desks Model 16,430.12,3,0.0,430.12,149.03,34.65
CA-2023-101406,2023-01-14,2023-01-20,Standard Class,CU-1187,Corporate,Europe,Office Supplies,Storage,Storage Model 94,17.35,1,0.5,8.68,-2.45,-28.23
CA-2023-101407,2022-08-01,2022-08-03,Same Day,CU-1308,Home Office,Emea,Furniture,Office Desks,Office Desks Model 46,1201.13,1,0.2,960.9,79.77,8.3
CA-2024-101408,2022-07-09,2022-07-11,Standard Class,CU-1031,Corporate,North America,Electronics,Monitors,Monitors Model 33,1702.82,2,0.2,1362.26,43.3,3.18
CA-2024-101409,2022-01-06,2022-01-09,First Class,CU-1492,Home Office,Europe,Office Supplies,Storage,Storage Model 64,264.73,4,0.2,211.78,64.02,30.23
CA-2024-101410,2024-02-22,2024-02-24,Standard Class,CU-1204,Corporate,Europe,Electronics,Laptops,Laptops Model 19,1453.96,10,0.5,726.98,-128.74,-17.71
CA-2022-101411,2023-06-19,2023-06-24,First Class,CU-1208,Corporate,Europe,Electronics,Smartphones,Smartphones Model 54,1561.66,3,0.0,1561.66,442.46,28.33
CA-2024-101412,2023-03-18,2023-03-20,Standard Class,CU-1158,Corporate,North America,Furniture,Chairs,Chairs Model 50,508.28,7,0.0,508.28,200.06,39.36
CA-2023-101413,2024-02-15,2024-02-18,Standard Class,CU-1095,Corporate,Europe,Office Supplies,Pens,Pens Model 44,165.32,3,0.0,165.32,73.15,44.25
CA-2024-101414,2022-01-24,2022-01-30,Standard Class,CU-1240,Corporate,Asia-Pacific,Furniture,Bookcases,Bookcases Model 38,818.17,9,0.2,654.54,20.55,3.14
CA-2022-101415,2024-03-01,2024-03-03,Standard Class,CU-1188,Consumer,Emea,Office Supplies,Art Supplies,Art Supplies Model 67,57.64,5,0.0,57.64,16.27,28.23
CA-2022-101416,2023-04-22,2023-04-27,Standard Class,CU-1344,Home Office,Asia-Pacific,Electronics,Tablets,Tablets Model 88,1350.35,5,0.0,1350.35,592.27,43.86
CA-2022-101417,2022-08-02,2022-08-09,First Class,CU-1099,Home Office,Asia-Pacific,Office Supplies,Pens,Pens Model 91,41.04,4,0.0,41.04,10.6,25.83
CA-2022-101418,2022-04-07,2022-04-13,Same Day,CU-1269,Corporate,North America,Office Supplies,Paper,Paper Model 78,292.8,4,0.2,234.24,79.81,34.07
CA-2024-101419,2022-07-22,2022-07-26,Second Class,CU-1068,Corporate,Asia-Pacific,Electronics,Laptops,Laptops Model 53,1738.66,2,0.0,1738.66,390.44,22.46
CA-2024-101420,2024-02-19,2024-02-24,Same Day,CU-1388,Corporate,Latam,Electronics,Monitors,Monitors Model 65,1745.08,9,0.5,872.54,-452.33,-51.84
CA-2022-101421,2022-01-11,2022-01-13,Second Class,CU-1420,Consumer,North America,Office Supplies,Paper,Paper Model 43,234.7,2,0.2,187.76,61.4,32.7
CA-2024-101422,2023-06-21,2023-06-22,Second Class,CU-1352,Corporate,Asia-Pacific,Furniture,Sofas,Sofas Model 34,1120.97,10,0.0,1120.97,237.52,21.19
CA-2023-101423,2024-07-27,2024-07-28,Second Class,CU-1200,Corporate,Emea,Furniture,Tables,Tables Model 8,206.75,10,0.0,206.75,53.23,25.75
CA-2024-101424,2023-10-17,2023-10-24,First Class,CU-1055,Home Office,Asia-Pacific,Electronics,Smartphones,Smartphones Model 51,1153.8,6,0.0,1153.8,373.87,32.4
CA-2023-101425,2022-07-19,2022-07-21,Second Class,CU-1482,Consumer,Emea,Office Supplies,Art Supplies,Art Supplies Model 19,26.68,8,0.0,26.68,10.66,39.96
CA-2023-101426,2022-03-20,2022-03-21,First Class,CU-1478,Consumer,Asia-Pacific,Electronics,Accessories,Accessories Model 69,933.05,1,0.0,933.05,290.04,31.09
CA-2023-101427,2022-09-01,2022-09-05,Same Day,CU-1219,Corporate,North America,Office Supplies,Paper,Paper Model 15,225.17,7,0.0,225.17,49.17,21.84
CA-2022-101428,2024-06-14,2024-06-15,Second Class,CU-1184,Corporate,Latam,Office Supplies,Paper,Paper Model 98,13.04,3,0.5,6.52,-1.78,-27.3
CA-2023-101429,2024-08-20,2024-08-26,Second Class,CU-1051,Consumer,Europe,Furniture,Bookcases,Bookcases Model 46,172.87,7,0.2,138.3,23.32,16.86
CA-2023-101430,2023-08-09,2023-08-10,Same Day,CU-1320,Corporate,Latam,Office Supplies,Binders,Binders Model 80,67.2,9,0.0,67.2,27.75,41.29
CA-2022-101431,2022-04-29,2022-05-01,First Class,CU-1458,Home Office,North America,Office Supplies,Storage,Storage Model 100,62.25,5,0.0,62.25,22.22,35.69
CA-2024-101432,2024-07-23,2024-07-28,Second Class,CU-1208,Consumer,Europe,Electronics,Tablets,Tablets Model 79,1502.94,1,0.0,1502.94,450.72,29.99
CA-2023-101433,2023-12-09,2023-12-14,Standard Class,CU-1259,Corporate,Emea,Office Supplies,Paper,Paper Model 38,89.3,3,0.0,89.3,25.5,28.56
CA-2023-101434,2022-09-19,2022-09-24,Second Class,CU-1206,Home Office,Emea,Office Supplies,Storage,Storage Model 99,189.22,7,0.5,94.61,-16.83,-17.79
CA-2024-101435,2023-10-20,2023-10-25,Same Day,CU-1045,Home Office,Asia-Pacific,Electronics,Accessories,Accessories Model 47,1242.7,10,0.0,1242.7,566.57,45.59
CA-2024-101436,2022-04-16,2022-04-19,Standard Class,CU-1395,Home Office,Asia-Pacific,Office Supplies,Art Supplies,Art Supplies Model 25,286.22,4,0.0,286.22,127.23,44.45
CA-2022-101437,2022-10-29,2022-11-05,Second Class,CU-1397,Corporate,Latam,Office Supplies,Art Supplies,Art Supplies Model 8,125.31,1,0.2,100.25,19.81,19.76
CA-2023-101438,2023-10-18,2023-10-19,Same Day,CU-1391,Corporate,North America,Office Supplies,Storage,Storage Model 23,226.04,5,0.2,180.83,3.86,2.13
CA-2024-101439,2022-08-22,2022-08-27,Second Class,CU-1166,Home Office,Emea,Furniture,Tables,Tables Model 67,293.93,9,0.0,293.93,73.25,24.92
CA-2023-101440,2024-04-27,2024-04-28,First Class,CU-1491,Corporate,North America,Electronics,Accessories,Accessories Model 79,981.47,1,0.2,785.18,57.54,7.33
CA-2022-101441,2023-02-20,2023-02-25,First Class,CU-1278,Home Office,Europe,Furniture,Bookcases,Bookcases Model 12,1197.04,7,0.2,957.63,223.26,23.31
CA-2023-101442,2023-10-08,2023-10-09,Second Class,CU-1007,Home Office,Latam,Furniture,Chairs,Chairs Model 87,1262.86,3,0.0,1262.86,325.6,25.78
CA-2023-101443,2023-08-09,2023-08-12,Standard Class,CU-1128,Consumer,Asia-Pacific,Furniture,Office Desks,Office Desks Model 20,436.84,5,0.2,349.47,95.42,27.3
CA-2022-101444,2024-05-25,2024-05-26,Second Class,CU-1244,Consumer,North America,Electronics,Accessories,Accessories Model 56,1280.71,7,0.0,1280.71,256.74,20.05
CA-2022-101445,2024-05-03,2024-05-10,Same Day,CU-1257,Consumer,North America,Electronics,Smartphones,Smartphones Model 79,802.71,1,0.0,802.71,173.7,21.64
CA-2023-101446,2023-06-25,2023-06-26,First Class,CU-1041,Corporate,Emea,Electronics,Tablets,Tablets Model 7,1015.65,3,0.5,507.82,-158.99,-31.31
CA-2024-101447,2024-08-30,2024-09-03,Same Day,CU-1321,Consumer,North America,Office Supplies,Pens,Pens Model 29,193.06,5,0.0,193.06,44.65,23.13
CA-2023-101448,2023-03-30,2023-04-04,First Class,CU-1200,Consumer,North America,Office Supplies,Storage,Storage Model 18,219.18,7,0.5,109.59,-8.55,-7.8
CA-2022-101449,2022-12-19,2022-12-26,Standard Class,CU-1381,Corporate,Latam,Furniture,Chairs,Chairs Model 21,891.59,10,0.0,891.59,240.07,26.93
CA-2023-101450,2022-01-24,2022-01-28,First Class,CU-1034,Consumer,Europe,Electronics,Monitors,Monitors Model 30,360.54,3,0.0,360.54,141.56,39.26
CA-2022-101451,2022-07-27,2022-07-30,Same Day,CU-1055,Corporate,Emea,Electronics,Monitors,Monitors Model 2,568.85,3,0.5,284.42,-17.35,-6.1
CA-2024-101452,2022-06-17,2022-06-18,Same Day,CU-1057,Consumer,Latam,Electronics,Accessories,Accessories Model 86,771.96,8,0.1,694.76,182.31,26.24
CA-2023-101453,2023-01-21,2023-01-22,Second Class,CU-1111,Corporate,North America,Office Supplies,Art Supplies,Art Supplies Model 38,95.59,10,0.0,95.59,26.98,28.22
CA-2022-101454,2024-06-04,2024-06-09,First Class,CU-1024,Consumer,Latam,Furniture,Office Desks,Office Desks Model 6,1462.31,2,0.1,1316.08,464.11,35.26
CA-2022-101455,2022-08-31,2022-09-04,Second Class,CU-1349,Corporate,North America,Furniture,Sofas,Sofas Model 69,251.6,3,0.1,226.44,44.72,19.75
CA-2023-101456,2023-11-15,2023-11-17,Standard Class,CU-1007,Consumer,North America,Furniture,Office Desks,Office Desks Model 69,1258.25,2,0.5,629.12,-73.0,-11.6
CA-2024-101457,2024-08-10,2024-08-14,Second Class,CU-1293,Home Office,Asia-Pacific,Office Supplies,Storage,Storage Model 94,207.6,8,0.0,207.6,56.6,27.26
CA-2022-101458,2024-06-14,2024-06-21,Second Class,CU-1448,Consumer,Emea,Electronics,Accessories,Accessories Model 88,1992.65,7,0.0,1992.65,793.99,39.85
CA-2024-101459,2024-02-08,2024-02-12,Standard Class,CU-1252,Home Office,Emea,Office Supplies,Storage,Storage Model 52,205.82,2,0.1,185.24,52.79,28.5
CA-2022-101460,2023-02-17,2023-02-24,Same Day,CU-1120,Corporate,Emea,Electronics,Laptops,Laptops Model 47,1576.16,7,0.2,1260.93,404.93,32.11
CA-2024-101461,2024-05-10,2024-05-12,Second Class,CU-1114,Home Office,Asia-Pacific,Furniture,Tables,Tables Model 12,1489.01,6,0.0,1489.01,397.29,26.68
CA-2024-101462,2023-04-04,2023-04-05,First Class,CU-1207,Home Office,Europe,Office Supplies,Paper,Paper Model 67,197.13,3,0.0,197.13,40.51,20.55
CA-2022-101463,2022-12-02,2022-12-06,Standard Class,CU-1285,Home Office,Emea,Office Supplies,Pens,Pens Model 31,131.84,10,0.2,105.47,28.13,26.67
CA-2024-101464,2024-06-07,2024-06-08,Second Class,CU-1064,Consumer,Asia-Pacific,Electronics,Accessories,Accessories Model 89,1513.35,9,0.1,1362.02,162.68,11.94
CA-2024-101465,2024-01-04,2024-01-10,First Class,CU-1259,Corporate,Europe,Furniture,Office Desks,Office Desks Model 44,1284.59,10,0.2,1027.67,172.06,16.74
CA-2022-101466,2023-10-25,2023-10-26,First Class,CU-1177,Corporate,Emea,Office Supplies,Storage,Storage Model 97,274.31,8,0.0,274.31,107.78,39.29
CA-2022-101467,2022-08-29,2022-09-03,Same Day,CU-1229,Corporate,Latam,Electronics,Accessories,Accessories Model 99,1949.8,3,0.0,1949.8,428.62,21.98
CA-2023-101468,2022-10-09,2022-10-13,Standard Class,CU-1493,Home Office,North America,Office Supplies,Storage,Storage Model 64,185.08,8,0.1,166.57,43.94,26.38
CA-2024-101469,2023-08-12,2023-08-16,Same Day,CU-1367,Consumer,Europe,Furniture,Office Desks,Office Desks Model 74,374.62,1,0.5,187.31,-59.81,-31.93
CA-2024-101470,2023-06-21,2023-06-22,Same Day,CU-1329,Consumer,Europe,Furniture,Chairs,Chairs Model 90,477.06,1,0.5,238.53,-128.05,-53.68
CA-2023-101471,2024-02-13,2024-02-17,Same Day,CU-1372,Home Office,Asia-Pacific,Office Supplies,Storage,Storage Model 73,16.3,2,0.0,16.3,6.78,41.6
CA-2024-101472,2022-06-30,2022-07-07,First Class,CU-1436,Corporate,Asia-Pacific,Furniture,Tables,Tables Model 68,650.44,10,0.1,585.4,221.91,37.91
CA-2023-101473,2024-04-26,2024-05-03,First Class,CU-1095,Home Office,Europe,Office Supplies,Binders,Binders Model 88,162.15,10,0.0,162.15,42.67,26.32
CA-2022-101474,2024-06-06,2024-06-08,Standard Class,CU-1174,Corporate,Europe,Furniture,Chairs,Chairs Model 88,1052.74,6,0.0,1052.74,358.02,34.01
CA-2023-101475,2024-01-10,2024-01-14,Second Class,CU-1467,Corporate,Latam,Electronics,Accessories,Accessories Model 22,926.57,10,0.0,926.57,221.91,23.95
CA-2022-101476,2022-12-18,2022-12-25,First Class,CU-1052,Consumer,Emea,Electronics,Accessories,Accessories Model 91,904.19,6,0.0,904.19,193.96,21.45
CA-2023-101477,2023-06-16,2023-06-19,Same Day,CU-1486,Home Office,Asia-Pacific,Electronics,Accessories,Accessories Model 42,1560.78,5,0.0,1560.78,675.41,43.27
CA-2022-101478,2022-11-10,2022-11-11,Standard Class,CU-1474,Consumer,Latam,Office Supplies,Storage,Storage Model 22,18.83,9,0.5,9.41,-1.88,-19.98
CA-2022-101479,2022-10-03,2022-10-10,Standard Class,CU-1044,Corporate,Europe,Furniture,Bookcases,Bookcases Model 12,555.34,8,0.0,555.34,223.23,40.2
CA-2023-101480,2022-07-27,2022-07-28,Second Class,CU-1373,Consumer,Asia-Pacific,Office Supplies,Binders,Binders Model 54,145.38,9,0.0,145.38,62.3,42.85
CA-2023-101481,2023-04-04,2023-04-11,First Class,CU-1023,Consumer,Emea,Furniture,Tables,Tables Model 90,1309.96,2,0.0,1309.96,281.49,21.49
CA-2022-101482,2022-02-06,2022-02-13,First Class,CU-1090,Corporate,Latam,Office Supplies,Art Supplies,Art Supplies Model 16,210.34,9,0.1,189.31,48.71,25.73
CA-2024-101483,2024-01-21,2024-01-28,Second Class,CU-1387,Corporate,North America,Furniture,Bookcases,Bookcases Model 17,429.01,9,0.2,343.21,56.91,16.58
CA-2023-101484,2023-02-16,2023-02-18,Second Class,CU-1478,Corporate,Emea,Furniture,Sofas,Sofas Model 8,1437.76,10,0.2,1150.21,252.11,21.92
CA-2023-101485,2023-07-06,2023-07-10,First Class,CU-1152,Consumer,Europe,Furniture,Bookcases,Bookcases Model 66,572.2,5,0.2,457.76,63.14,13.79
CA-2024-101486,2023-08-26,2023-08-30,First Class,CU-1407,Corporate,Emea,Furniture,Tables,Tables Model 65,280.46,10,0.0,280.46,58.82,20.97
CA-2024-101487,2023-03-15,2023-03-18,Standard Class,CU-1069,Consumer,North America,Electronics,Smartphones,Smartphones Model 40,870.51,4,0.2,696.41,92.1,13.22
CA-2022-101488,2022-03-16,2022-03-18,Second Class,CU-1329,Consumer,Asia-Pacific,Furniture,Chairs,Chairs Model 27,107.8,6,0.1,97.02,42.03,43.32
CA-2022-101489,2023-10-11,2023-10-17,Same Day,CU-1284,Home Office,Europe,Office Supplies,Paper,Paper Model 37,94.46,9,0.2,75.57,10.86,14.37
CA-2023-101490,2023-08-24,2023-08-29,Same Day,CU-1073,Corporate,Europe,Furniture,Sofas,Sofas Model 82,1204.36,5,0.5,602.18,-149.32,-24.8
