Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2023-100516,2022-11-05,2022-11-12,Second Class,CU-1194,Home Office,LATAM,Furniture,Bookcases,Bookcases Model 19,842.62,7,0.0,348.31
CA-2023-100517,2023-01-27,2023-02-02,First Class,CU-1492,Home Office,North America,Electronics,Accessories,Accessories Model 82,836.89,7,0.2,20.58
CA-2023-100518,2022-12-10,2022-12-17,Standard Class,CU-1130,Home Office,EMEA,Furniture,Sofas,Sofas Model 99,1045.41,4,0.5,-210.72
CA-2022-100519,2023-06-17,2023-06-20,Second Class,CU-1160,Home Office,North America,Office Supplies,Paper,Paper Model 9,8.53,2,0.2,2.29
CA-2023-100520,2022-12-26,2022-12-29,First Class,CU-1098,Consumer,North America,Office Supplies,Paper,Paper Model 8,281.86,4,0.2,30.6
CA-2024-100521,2024-09-07,2024-09-08,Standard Class,CU-1438,Home Office,Europe,Furniture,Office Desks,Office Desks Model 24,1354.4,3,0.0,557.51
CA-2024-100522,2024-08-16,2024-08-17,Same Day,CU-1472,Corporate,LATAM,Office Supplies,Pens,Pens Model 33,52.78,2,0.0,14.09
CA-2023-100523,2023-02-02,2023-02-05,Standard Class,CU-1132,Corporate,Europe,Furniture,Chairs,Chairs Model 63,1471.19,4,0.2,268.07
CA-2024-100524,2023-05-19,2023-05-20,Second Class,CU-1276,Corporate,Europe,Office Supplies,Paper,Paper Model 57,216.04,2,0.0,103.29
CA-2024-100525,2024-01-16,2024-01-19,Same Day,CU-1009,Corporate,Europe,Office Supplies,Paper,Paper Model 5,201.06,5,0.0,58.3
CA-2023-100526,2023-08-12,2023-08-13,Same Day,CU-1244,Corporate,LATAM,Office Supplies,Paper,Paper Model 70,71.62,7,0.5,-17.58
CA-2023-100527,2022-05-05,2022-05-10,First Class,CU-1170,Home Office,Asia-Pacific,Furniture,Chairs,Chairs Model 81,1495.82,2,0.0,508.0
CA-2023-100528,2022-03-24,2022-03-31,Same Day,CU-1389,Corporate,Europe,Electronics,Accessories,Accessories Model 6,1941.52,4,0.0,565.44
CA-2022-100529,2023-10-08,2023-10-14,First Class,CU-1249,Consumer,LATAM,Office Supplies,Binders,Binders Model 18,15.53,1,0.5,-4.64
CA-2022-100530,2023-05-16,2023-05-20,Standard Class,CU-1405,Home Office,Asia-Pacific,Furniture,Office Desks,Office Desks Model 58,1453.2,1,0.0,578.69
CA-2023-100531,2024-03-17,2024-03-23,Standard Class,CU-1207,Consumer,Europe,Office Supplies,Art Supplies,Art Supplies Model 59,282.33,9,0.0,78.4
CA-2022-100532,2024-08-05,2024-08-06,Standard Class,CU-1376,Consumer,LATAM,Office Supplies,Paper,Paper Model 61,272.62,10,0.0,116.46
CA-2024-100533,2022-05-14,2022-05-15,Second Class,CU-1323,Consumer,Asia-Pacific,Electronics,Monitors,Monitors Model 79,507.24,10,0.0,129.17
CA-2022-100534,2022-04-27,2022-05-01,Second Class,CU-1032,Consumer,LATAM,Furniture,Sofas,Sofas Model 42,269.12,10,0.2,69.65
CA-2022-100535,2024-02-22,2024-02-23,Second Class,CU-1171,Consumer,North America,Furniture,Tables,Tables Model 97,681.22,6,0.2,170.64
CA-2022-100536,2024-08-05,2024-08-10,Standard Class,CU-1068,Consumer,EMEA,Furniture,Tables,Tables Model 3,1331.48,2,0.0,662.85
CA-2022-100537,2023-12-25,2023-12-28,Same Day,CU-1355,Corporate,Europe,Electronics,Smartphones,Smartphones Model 82,687.71,8,0.1,225.72
CA-2022-100538,2023-09-18,2023-09-24,Standard Class,CU-1305,Consumer,LATAM,Office Supplies,Paper,Paper Model 81,248.81,5,0.0,93.15
CA-2024-100539,2022-08-30,2022-09-01,Standard Class,CU-1271,Consumer,EMEA,Furniture,Office Desks,Office Desks Model 65,406.99,4,0.0,197.02
CA-2022-100540,2024-03-26,2024-03-28,Same Day,CU-1254,Consumer,Europe,Office Supplies,Paper,Paper Model 7,195.23,5,0.0,72.16
CA-2023-100541,2023-09-24,2023-10-01,Same Day,CU-1022,Consumer,North America,Office Supplies,Binders,Binders Model 21,236.72,8,0.2,62.77
CA-2022-100542,2024-01-09,2024-01-13,First Class,CU-1214,Consumer,Asia-Pacific,Electronics,Laptops,Laptops Model 42,610.01,4,0.5,-75.51
CA-2022-100543,2023-01-20,2023-01-22,Standard Class,CU-1241,Home Office,LATAM,Electronics,Monitors,Monitors Model 19,589.1,10,0.1,204.17
CA-2023-100544,2022-05-20,2022-05-24,Second Class,CU-1323,Corporate,Asia-Pacific,Electronics,Tablets,Tablets Model 17,257.77,10,0.0,107.19
CA-2022-100545,2024-05-22,2024-05-26,Same Day,CU-1214,Consumer,Asia-Pacific,Electronics,Tablets,Tablets Model 78,482.22,10,0.0,157.48
CA-2024-100546,2024-05-25,2024-05-27,Standard Class,CU-1210,Home Office,LATAM,Electronics,Accessories,Accessories Model 61,1706.58,5,0.0,479.54
CA-2024-100547,2024-06-12,2024-06-14,Second Class,CU-1167,Corporate,EMEA,Electronics,Accessories,Accessories Model 20,1844.76,1,0.1,195.44
CA-2022-100548,2023-04-27,2023-05-03,Standard Class,CU-1217,Home Office,LATAM,Furniture,Chairs,Chairs Model 58,793.4,2,0.2,58.77
CA-2024-100549,2024-01-20,2024-01-24,Second Class,CU-1067,Corporate,Asia-Pacific,Electronics,Laptops,Laptops Model 3,1063.61,5,0.0,307.39
CA-2024-100550,2024-02-05,2024-02-10,Standard Class,CU-1499,Corporate,LATAM,Electronics,Monitors,Monitors Model 24,1621.75,6,0.5,-225.89
CA-2024-100551,2022-01-02,2022-01-09,Standard Class,CU-1197,Home Office,Asia-Pacific,Office Supplies,Paper,Paper Model 38,130.64,5,0.5,-37.08
CA-2024-100552,2023-08-13,2023-08-20,Second Class,CU-1403,Home Office,North America,Office Supplies,Pens,Pens Model 95,280.01,9,0.5,-30.58
CA-2022-100553,2022-04-24,2022-04-28,First Class,CU-1238,Home Office,North America,Furniture,Bookcases,Bookcases Model 23,1007.44,2,0.2,87.85
CA-2022-100554,2022-05-22,2022-05-25,Second Class,CU-1276,Consumer,LATAM,Office Supplies,Art Supplies,Art Supplies Model 90,66.89,4,0.0,26.37
CA-2023-100555,2023-05-31,2023-06-06,Same Day,CU-1141,Consumer,North America,Furniture,Bookcases,Bookcases Model 58,780.72,9,0.0,280.24
CA-2024-100556,2023-11-26,2023-11-29,Same Day,CU-1317,Corporate,North America,Electronics,Monitors,Monitors Model 12,344.31,3,0.0,73.17
CA-2022-100557,2022-04-22,2022-04-24,First Class,CU-1057,Home Office,Europe,Furniture,Tables,Tables Model 27,828.96,1,0.0,310.89
CA-2024-100558,2023-07-09,2023-07-11,Same Day,CU-1177,Corporate,LATAM,Office Supplies,Paper,Paper Model 38,60.77,1,0.0,15.16
CA-2024-100559,2023-10-23,2023-10-26,Same Day,CU-1296,Corporate,Asia-Pacific,Furniture,Office Desks,Office Desks Model 86,1075.61,9,0.1,282.45
CA-2024-100560,2022-05-16,2022-05-23,First Class,CU-1087,Corporate,Europe,Furniture,Bookcases,Bookcases Model 37,1177.65,1,0.0,464.07
CA-2023-100561,2024-09-06,2024-09-08,Second Class,CU-1364,Home Office,Asia-Pacific,Electronics,Smartphones,Smartphones Model 91,1447.15,3,0.0,620.29
CA-2022-100562,2022-11-21,2022-11-25,First Class,CU-1189,Consumer,Europe,Office Supplies,Paper,Paper Model 86,98.5,6,0.0,38.23
CA-2024-100563,2024-09-25,2024-09-27,First Class,CU-1062,Consumer,LATAM,Furniture,Tables,Tables Model 59,1398.94,3,0.0,292.32
CA-2024-100564,2024-09-26,2024-10-01,First Class,CU-1331,Home Office,Asia-Pacific,Furniture,Bookcases,Bookcases Model 97,1472.97,10,0.5,-64.99
CA-2024-100565,2024-01-17,2024-01-21,First Class,CU-1352,Consumer,LATAM,Electronics,Smartphones,Smartphones Model 87,1191.73,5,0.0,452.27
CA-2022-100566,2023-04-02,2023-04-05,Standard Class,CU-1167,Consumer,EMEA,Office Supplies,Binders,Binders Model 75,160.3,5,0.0,79.07
CA-2024-100567,2024-05-19,2024-05-23,Standard Class,CU-1499,Home Office,LATAM,Electronics,Monitors,Monitors Model 41,1285.71,9,0.0,292.46
CA-2023-100568,2023-02-12,2023-02-14,Same Day,CU-1189,Corporate,Asia-Pacific,Electronics,Tablets,Tablets Model 45,832.44,8,0.2,227.86
CA-2024-100569,2024-06-28,2024-07-02,Same Day,CU-1411,Corporate,Asia-Pacific,Electronics,Monitors,Monitors Model 94,1813.57,3,0.2,218.75
CA-2022-100570,2022-08-01,2022-08-04,Same Day,CU-1444,Home Office,Asia-Pacific,Electronics,Accessories,Accessories Model 97,876.39,1,0.1,182.6
CA-2023-100571,2023-03-01,2023-03-03,Same Day,CU-1363,Home Office,Europe,Electronics,Smartphones,Smartphones Model 49,721.03,8,0.0,182.54
CA-2023-100572,2024-05-04,2024-05-09,First Class,CU-1252,Home Office,LATAM,Electronics,Laptops,Laptops Model 1,477.24,5,0.5,-119.44
CA-2023-100573,2022-05-08,2022-05-14,First Class,CU-1213,Consumer,LATAM,Office Supplies,Binders,Binders Model 4,40.21,5,0.1,4.09
CA-2022-100574,2023-09-06,2023-09-12,First Class,CU-1297,Corporate,EMEA,Furniture,Bookcases,Bookcases Model 81,1060.28,2,0.0,367.11
CA-2024-100575,2022-01-18,2022-01-25,First Class,CU-1083,Home Office,North America,Electronics,Tablets,Tablets Model 60,1780.97,3,0.0,803.23
CA-2023-100576,2023-01-05,2023-01-09,First Class,CU-1024,Corporate,Asia-Pacific,Office Supplies,Paper,Paper Model 66,62.18,3,0.0,19.92
CA-2022-100577,2023-07-11,2023-07-14,First Class,CU-1423,Home Office,Asia-Pacific,Furniture,Bookcases,Bookcases Model 13,848.19,6,0.0,420.81
CA-2024-100578,2022-10-16,2022-10-19,Same Day,CU-1210,Corporate,Europe,Electronics,Smartphones,Smartphones Model 20,1106.09,4,0.2,128.27
CA-2024-100579,2024-05-16,2024-05-21,Standard Class,CU-1213,Corporate,North America,Electronics,Smartphones,Smartphones Model 3,1063.13,5,0.5,-115.64
CA-2023-100580,2024-06-30,2024-07-05,First Class,CU-1088,Home Office,Asia-Pacific,Electronics,Laptops,Laptops Model 29,431.69,3,0.5,-29.34
CA-2022-100581,2022-08-03,2022-08-05,Standard Class,CU-1217,Home Office,North America,Electronics,Laptops,Laptops Model 100,1071.66,7,0.0,472.7
CA-2022-100582,2024-03-23,2024-03-29,Standard Class,CU-1240,Consumer,Asia-Pacific,Electronics,Laptops,Laptops Model 39,1401.66,2,0.0,313.93
CA-2022-100583,2023-08-25,2023-08-27,Second Class,CU-1343,Corporate,North America,Electronics,Smartphones,Smartphones Model 96,1895.32,10,0.0,747.4
CA-2024-100584,2024-03-10,2024-03-16,Second Class,CU-1258,Home Office,North America,Electronics,Accessories,Accessories Model 98,225.17,4,0.5,-12.94
CA-2023-100585,2022-06-25,2022-07-02,Standard Class,CU-1498,Home Office,North America,Electronics,Accessories,Accessories Model 91,1054.49,10,0.0,388.16
CA-2022-100586,2022-07-05,2022-07-12,First Class,CU-1194,Corporate,Europe,Office Supplies,Binders,Binders Model 53,38.29,6,0.0,13.79
CA-2024-100587,2022-05-20,2022-05-24,First Class,CU-1360,Corporate,EMEA,Office Supplies,Paper,Paper Model 11,101.79,2,0.1,32.06
CA-2024-100588,2024-01-24,2024-01-27,Same Day,CU-1115,Home Office,LATAM,Furniture,Sofas,Sofas Model 25,1299.48,8,0.5,-143.24
CA-2022-100589,2023-11-22,2023-11-23,Same Day,CU-1224,Home Office,North America,Electronics,Smartphones,Smartphones Model 51,921.12,10,0.0,255.68
CA-2022-100590,2022-03-08,2022-03-11,Second Class,CU-1173,Consumer,EMEA,Furniture,Chairs,Chairs Model 30,1273.35,8,0.0,344.51
CA-2024-100591,2023-08-31,2023-09-03,Same Day,CU-1182,Corporate,EMEA,Furniture,Sofas,Sofas Model 66,490.45,8,0.0,227.25
CA-2023-100592,2023-05-25,2023-05-27,Second Class,CU-1015,Consumer,North America,Electronics,Monitors,Monitors Model 87,248.15,3,0.1,54.25
CA-2023-100593,2022-06-06,2022-06-09,Standard Class,CU-1389,Consumer,EMEA,Furniture,Sofas,Sofas Model 26,510.99,8,0.1,127.01
CA-2024-100594,2022-12-18,2022-12-23,Standard Class,CU-1487,Consumer,LATAM,Electronics,Monitors,Monitors Model 58,766.21,7,0.1,200.83
CA-2022-100595,2022-07-01,2022-07-06,First Class,CU-1452,Home Office,Europe,Furniture,Sofas,Sofas Model 18,537.44,7,0.1,91.79
CA-2024-100596,2023-11-23,2023-11-28,Same Day,CU-1243,Home Office,Europe,Office Supplies,Paper,Paper Model 51,82.7,10,0.1,17.77
CA-2023-100597,2024-02-24,2024-02-27,First Class,CU-1031,Consumer,EMEA,Electronics,Smartphones,Smartphones Model 47,827.98,10,0.0,223.92
CA-2024-100598,2022-12-16,2022-12-20,First Class,CU-1182,Corporate,Asia-Pacific,Electronics,Smartphones,Smartphones Model 32,622.32,5,0.2,170.84
CA-2024-100599,2022-03-09,2022-03-16,First Class,CU-1058,Corporate,Europe,Electronics,Accessories,Accessories Model 42,267.28,7,0.2,38.91
CA-2023-100600,2022-10-01,2022-10-02,Same Day,CU-1301,Consumer,asia-pacific,Furniture,Office Desks,Office Desks Model 50,,2,0.1,204.0
CA-2024-100601,2022-07-30,2022-08-02,Same Day,CU-1257,Home Office,Asia-Pacific,Electronics,Accessories,Accessories Model 39,854.0,7,0.0,299.68
CA-2022-100602,2024-05-10,2024-05-17,Second Class,CU-1147,Corporate,North America,Furniture,Office Desks,Office Desks Model 52,1226.44,10,0.5,-352.46
CA-2024-100603,2024-05-14,2024-05-19,Standard Class,CU-1303,Corporate,Asia-Pacific,Electronics,Accessories,Accessories Model 68,1055.48,4,0.0,275.8
CA-2024-100604,2024-04-23,2024-04-26,First Class,CU-1221,Home Office,EMEA,Furniture,Tables,Tables Model 54,663.22,10,0.2,108.79
CA-2024-100605,2022-07-04,2022-07-05,Second Class,CU-1295,Corporate,Europe,Office Supplies,Storage,Storage Model 35,281.46,9,0.2,12.43
CA-2023-100606,2024-08-15,2024-08-20,Standard Class,CU-1267,Consumer,Asia-Pacific,Furniture,Tables,Tables Model 31,310.66,5,0.1,86.03
CA-2022-100607,2023-10-12,2023-10-14,Same Day,CU-1136,Corporate,Europe,Furniture,Office Desks,Office Desks Model 31,668.21,2,0.0,295.63
CA-2022-100608,2024-03-27,2024-04-03,First Class,CU-1237,Corporate,EMEA,Furniture,Sofas,Sofas Model 83,1367.92,4,0.0,572.05
CA-2022-100609,2022-09-22,2022-09-29,First Class,CU-1337,Home Office,Europe,Office Supplies,Paper,Paper Model 93,148.32,1,0.0,35.91
CA-2022-100610,2022-11-18,2022-11-25,Standard Class,CU-1461,Corporate,Asia-Pacific,Office Supplies,Paper,Paper Model 51,283.23,3,0.0,132.1
CA-2024-100611,2023-05-28,2023-05-29,First Class,CU-1254,Consumer,Europe,Office Supplies,Paper,Paper Model 99,242.97,6,0.2,19.15
CA-2024-100612,2024-02-01,2024-02-03,Same Day,CU-1111,Consumer,North America,Electronics,Smartphones,Smartphones Model 36,991.06,5,0.2,280.69
CA-2024-100613,2023-01-19,2023-01-25,Standard Class,CU-1162,Home Office,LATAM,Furniture,Tables,Tables Model 36,1331.21,3,0.0,475.82
CA-2023-100614,2024-04-21,2024-04-24,Standard Class,CU-1330,Home Office,North America,Office Supplies,Paper,Paper Model 89,275.65,4,0.0,92.12
CA-2023-100615,2023-10-17,2023-10-23,First Class,CU-1462,Home Office,North America,Office Supplies,Binders,Binders Model 57,119.6,7,0.0,49.0
CA-2022-100616,2022-11-01,2022-11-03,Same Day,CU-1323,Corporate,LATAM,Electronics,Tablets,Tablets Model 11,1681.76,8,0.1,300.9
CA-2023-100617,2024-01-05,2024-01-09,Standard Class,CU-1422,Consumer,Asia-Pacific,Office Supplies,Paper,Paper Model 46,129.16,9,0.5,-12.66
CA-2024-100618,2022-01-29,2022-02-05,Standard Class,CU-1328,Home Office,Europe,Office Supplies,Storage,Storage Model 83,45.15,7,0.0,14.06
CA-2023-100619,2023-08-13,2023-08-14,Standard Class,CU-1080,Consumer,EMEA,Office Supplies,Binders,Binders Model 77,207.3,6,0.1,53.17
CA-2024-100620,2022-05-17,2022-05-20,Second Class,CU-1351,Home Office,Asia-Pacific,Furniture,Tables,Tables Model 11,680.29,3,0.1,93.26
CA-2024-100621,2022-08-18,2022-08-19,Standard Class,CU-1472,Home Office,EMEA,Office Supplies,Binders,Binders Model 12,292.37,4,0.0,84.68
CA-2022-100622,2022-02-20,2022-02-24,Same Day,CU-1307,Corporate,Europe,Electronics,Tablets,Tablets Model 22,1905.04,2,0.0,541.84
CA-2023-100623,2024-03-02,2024-03-06,Same Day,CU-1060,Consumer,Europe,Electronics,Tablets,Tablets Model 37,1543.6,7,0.0,572.07
CA-2022-100624,2023-09-07,2023-09-09,First Class,CU-1372,Home Office,Europe,Furniture,Tables,Tables Model 53,1209.45,1,0.0,250.55
CA-2022-100625,2023-09-25,2023-09-29,Second Class,CU-1189,Home Office,LATAM,Electronics,Laptops,Laptops Model 61,439.77,6,0.5,-52.45
CA-2022-100626,2024-01-01,2024-01-05,Same Day,CU-1376,Home Office,Asia-Pacific,Electronics,Laptops,Laptops Model 72,305.75,6,0.0,109.68
CA-2023-100627,2023-09-13,2023-09-19,Standard Class,CU-1002,Corporate,EMEA,Office Supplies,Storage,Storage Model 39,293.37,6,0.0,61.49
CA-2024-100628,2022-02-12,2022-02-17,Second Class,CU-1133,Consumer,EMEA,Furniture,Bookcases,Bookcases Model 60,284.69,6,0.5,-45.3
CA-2022-100629,2022-09-24,2022-09-25,First Class,CU-1022,Consumer,LATAM,Furniture,Bookcases,Bookcases Model 56,496.1,5,0.2,25.36
CA-2023-100630,2023-06-14,2023-06-17,Same Day,CU-1457,Consumer,Asia-Pacific,Office Supplies,Storage,Storage Model 98,285.26,9,0.5,-54.48
CA-2023-100631,2022-02-24,2022-02-26,Second Class,CU-1027,Consumer,Europe,Electronics,Monitors,Monitors Model 34,494.4,8,0.1,180.55
CA-2023-100632,2022-02-11,2022-02-15,First Class,CU-1363,Home Office,LATAM,Furniture,Sofas,Sofas Model 15,1284.17,3,0.0,507.4
CA-2022-100633,2024-06-08,2024-06-11,Second Class,CU-1427,Consumer,EMEA,Furniture,Office Desks,Office Desks Model 85,919.95,10,0.0,314.8
CA-2024-100634,2022-07-04,2022-07-08,Standard Class,CU-1126,Corporate,North America,Furniture,Chairs,Chairs Model 37,1053.84,2,0.1,303.43
CA-2022-100635,2024-05-07,2024-05-10,Second Class,CU-1014,Consumer,LATAM,Office Supplies,Storage,Storage Model 59,190.37,5,0.2,19.53
CA-2023-100636,2024-09-20,2024-09-21,Same Day,CU-1166,Home Office,EMEA,Electronics,Smartphones,Smartphones Model 7,1642.8,5,0.0,428.04
CA-2024-100637,2022-03-14,2022-03-19,Same Day,CU-1047,Corporate,Asia-Pacific,Electronics,Smartphones,Smartphones Model 99,1757.93,2,0.0,429.46
CA-2022-100638,2023-02-02,2023-02-09,Same Day,CU-1145,Home Office,Europe,Electronics,Tablets,Tablets Model 63,1641.98,5,0.5,-297.29
CA-2023-100639,2023-11-13,2023-11-16,Second Class,CU-1250,Corporate,LATAM,Furniture,Bookcases,Bookcases Model 73,940.48,2,0.1,147.37
CA-2024-100640,2022-07-10,2022-07-14,Same Day,CU-1047,Consumer,EMEA,Furniture,Sofas,Sofas Model 87,413.92,3,0.1,100.09
CA-2024-100641,2023-06-22,2023-06-23,First Class,CU-1239,Corporate,North America,Furniture,Bookcases,Bookcases Model 20,1477.86,5,0.0,507.01
CA-2023-100642,2023-08-06,2023-08-07,Standard Class,CU-1469,Consumer,EMEA,Electronics,Accessories,Accessories Model 55,943.43,8,0.5,-203.87
CA-2023-100643,2022-12-30,2022-12-31,Standard Class,CU-1058,Home Office,LATAM,Electronics,Smartphones,Smartphones Model 51,281.47,7,0.5,-25.13
CA-2024-100644,2024-01-12,2024-01-16,Same Day,CU-1319,Corporate,Asia-Pacific,Electronics,Smartphones,Smartphones Model 24,340.8,10,0.0,81.29
CA-2022-100645,2023-03-21,2023-03-26,Standard Class,CU-1002,Corporate,North America,Electronics,Smartphones,Smartphones Model 84,1058.82,7,0.5,-306.78
CA-2024-100646,2024-01-14,2024-01-18,First Class,CU-1316,Home Office,Asia-Pacific,Office Supplies,Storage,Storage Model 39,30.85,3,0.0,13.66
CA-2022-100647,2023-12-14,2023-12-21,Standard Class,CU-1107,Corporate,Europe,Office Supplies,Binders,Binders Model 56,253.42,9,0.0,120.16
CA-2023-100648,2022-06-01,2022-06-05,Same Day,CU-1011,Consumer,Europe,Electronics,Monitors,Monitors Model 63,1048.68,8,0.2,238.27
CA-2023-100649,2023-08-07,2023-08-14,Same Day,CU-1026,Corporate,North America,Electronics,Monitors,Monitors Model 54,1727.51,10,0.2,139.37
CA-2023-100650,2022-02-07,2022-02-11,Same Day,CU-1248,Home Office,EMEA,Office Supplies,Art Supplies,Art Supplies Model 87,272.0,8,0.0,77.71
CA-2024-100651,2022-01-20,2022-01-24,First Class,CU-1283,Consumer,Asia-Pacific,Office Supplies,Storage,Storage Model 61,39.5,10,0.5,-4.11
CA-2024-100652,2023-03-23,2023-03-24,Second Class,CU-1147,Home Office,Europe,Furniture,Bookcases,Bookcases Model 57,424.94,4,0.2,11.59
CA-2023-100653,2024-08-01,2024-08-06,Same Day,CU-1067,Corporate,LATAM,Furniture,Bookcases,Bookcases Model 61,1219.66,3,0.2,290.08
CA-2024-100654,2024-02-07,2024-02-08,Same Day,CU-1066,Consumer,Europe,Electronics,Accessories,Accessories Model 63,381.63,7,0.1,117.89
CA-2022-100655,2023-07-25,2023-07-26,Standard Class,CU-1183,Corporate,Asia-Pacific,Office Supplies,Binders,Binders Model 23,249.24,9,0.0,64.29
CA-2023-100656,2023-03-17,2023-03-18,Second Class,CU-1061,Home Office,Europe,Furniture,Bookcases,Bookcases Model 44,1198.84,1,0.2,263.45
CA-2022-100657,2024-05-23,2024-05-29,Standard Class,CU-1361,Consumer,LATAM,Furniture,Chairs,Chairs Model 14,1194.31,10,0.0,302.06
CA-2022-100658,2023-06-04,2023-06-05,Second Class,CU-1322,Consumer,Europe,Furniture,Tables,Tables Model 94,508.97,8,0.2,76.59
CA-2022-100659,2022-06-07,2022-06-13,First Class,CU-1171,Consumer,North America,Electronics,Monitors,Monitors Model 54,1584.59,1,0.0,395.44
CA-2023-100660,2022-12-16,2022-12-18,Standard Class,CU-1136,Corporate,LATAM,Furniture,Tables,Tables Model 20,1154.49,9,0.1,189.15
CA-2022-100661,2024-04-01,2024-04-05,Same Day,CU-1470,Corporate,LATAM,Office Supplies,Pens,Pens Model 4,135.56,1,0.5,-32.79
CA-2022-100662,2022-03-28,2022-03-31,First Class,CU-1205,Consumer,LATAM,Electronics,Monitors,Monitors Model 98,266.77,3,0.2,75.4
CA-2024-100663,2024-01-01,2024-01-08,First Class,CU-1214,Corporate,EMEA,Furniture,Bookcases,Bookcases Model 45,111.06,5,0.2,12.98
CA-2022-100664,2023-12-19,2023-12-25,Second Class,CU-1454,Home Office,EMEA,Office Supplies,Storage,Storage Model 90,106.85,7,0.0,25.19
CA-2022-100665,2022-02-07,2022-02-12,First Class,CU-1199,Home Office,Europe,Office Supplies,Art Supplies,Art Supplies Model 37,68.05,9,0.2,14.04
CA-2023-100666,2024-02-15,2024-02-21,Second Class,CU-1011,Consumer,EMEA,Office Supplies,Pens,Pens Model 31,250.51,5,0.5,-31.77
CA-2024-100667,2022-04-24,2022-04-30,Standard Class,CU-1430,Corporate,Asia-Pacific,Office Supplies,Art Supplies,Art Supplies Model 46,41.52,2,0.1,12.9
CA-2024-100668,2022-01-06,2022-01-10,First Class,CU-1120,Home Office,EMEA,Office Supplies,Art Supplies,Art Supplies Model 77,73.98,5,0.0,22.19
CA-2024-100669,2023-08-10,2023-08-16,Second Class,CU-1365,Corporate,EMEA,Office Supplies,Binders,Binders Model 14,101.71,10,0.0,25.75
CA-2023-100670,2023-04-11,2023-04-12,Second Class,CU-1364,Corporate,LATAM,Electronics,Laptops,Laptops Model 8,964.8,3,0.1,323.75
CA-2022-100671,2023-01-14,2023-01-20,Same Day,CU-1301,Home Office,EMEA,Furniture,Bookcases,Bookcases Model 75,798.36,7,0.1,154.32
CA-2023-100672,2024-01-20,2024-01-24,Second Class,CU-1073,Home Office,Europe,Furniture,Sofas,Sofas Model 17,1455.24,9,0.2,385.03
CA-2022-100673,2023-04-12,2023-04-16,Standard Class,CU-1382,Consumer,EMEA,Furniture,Chairs,Chairs Model 78,1293.24,2,0.0,503.23
CA-2023-100674,2022-02-11,2022-02-16,Second Class,CU-1060,Corporate,Asia-Pacific,Furniture,Bookcases,Bookcases Model 38,780.3,3,0.0,206.67
CA-2023-100675,2022-02-19,2022-02-22,First Class,CU-1110,Consumer,LATAM,Electronics,Laptops,Laptops Model 71,827.57,1,0.1,211.57
CA-2023-100676,2023-08-03,2023-08-07,First Class,CU-1400,Corporate,LATAM,Office Supplies,Art Supplies,Art Supplies Model 17,229.78,9,0.5,-31.77
CA-2023-100677,2023-11-15,2023-11-22,First Class,CU-1045,Home Office,EMEA,Furniture,Sofas,Sofas Model 30,1360.34,6,0.2,389.4
CA-2024-100678,2024-06-30,2024-07-04,First Class,CU-1330,Consumer,Europe,Office Supplies,Paper,Paper Model 74,190.88,5,0.2,20.32
CA-2024-100679,2023-07-27,2023-07-28,Second Class,CU-1489,Home Office,EMEA,Office Supplies,Paper,Paper Model 73,158.92,8,0.2,4.92
CA-2022-100680,2023-11-06,2023-11-08,Standard Class,CU-1140,Consumer,Europe,Office Supplies,Art Supplies,Art Supplies Model 57,29.97,9,0.2,6.11
CA-2024-100681,2022-02-16,2022-02-20,Standard Class,CU-1174,Corporate,Europe,Furniture,Chairs,Chairs Model 68,544.34,5,0.0,253.45
CA-2022-100682,2023-07-09,2023-07-11,First Class,CU-1073,Consumer,Asia-Pacific,Electronics,Smartphones,Smartphones Model 40,1913.9,3,0.0,604.14
CA-2023-100683,2022-07-05,2022-07-06,Standard Class,CU-1152,Corporate,North America,Furniture,Tables,Tables Model 53,1350.22,5,0.1,158.69
CA-2022-100684,2022-02-23,2022-02-25,Second Class,CU-1385,Home Office,EMEA,Electronics,Monitors,Monitors Model 66,1554.3,7,0.0,651.58
CA-2023-100685,2023-04-21,2023-04-26,Same Day,CU-1033,Corporate,North America,Furniture,Tables,Tables Model 3,476.82,10,0.5,-14.52
CA-2024-100686,2023-10-30,2023-11-06,Second Class,CU-1155,Home Office,LATAM,Furniture,Chairs,Chairs Model 82,800.61,3,0.0,270.5
CA-2022-100687,2024-03-11,2024-03-13,Same Day,CU-1492,Home Office,LATAM,Electronics,Laptops,Laptops Model 60,1930.01,10,0.0,586.88
CA-2022-100688,2022-01-01,2022-01-02,Same Day,CU-1139,Home Office,Asia-Pacific,Office Supplies,Storage,Storage Model 45,253.52,4,0.2,12.12
CA-2023-100689,2022-02-16,2022-02-18,Standard Class,CU-1153,Consumer,LATAM,Office Supplies,Paper,Paper Model 18,218.9,5,0.1,73.71
CA-2024-100690,2024-09-07,2024-09-14,First Class,CU-1452,Home Office,Asia-Pacific,Office Supplies,Pens,Pens Model 97,213.79,5,0.0,64.42
CA-2023-100691,2022-12-16,2022-12-21,First Class,CU-1008,Home Office,Europe,Office Supplies,Paper,Paper Model 78,145.58,1,0.5,-7.58
CA-2024-100692,2024-07-05,2024-07-11,Same Day,CU-1390,Corporate,EMEA,Electronics,Laptops,Laptops Model 69,255.71,8,0.5,-9.47
